Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_Transfer
Amazing Uncles,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/7f/c6/75/our-happy-customers.jpg?w=800&h=500&s=1,"Tôi đã khá lo lắng không biết chuyến xe đi Sapa của mình có được suôn sẻ không, và cuối cùng mọi lo lắng đó đã không còn: chiếc xe solati màu trắng với ghế VIP rộng rãi thực sự làm chuyến đi 5 tiếng của tôi thoải mái.
Khuyên các bạn nên đặt xe sớm khoảng vài tuần là hợp lý nhất trong mùa du lịch hè thu này.",Số 1 trên 56 Phương tiện giao thông ở Sapa,https://www.tripadvisor.com.vn/Attraction_Review-g311304-d12500683-Reviews-Amazing_Uncles-Sapa_Lao_Cai_Province.html
Du Hành Xanh,-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/f5/76/8a/24-seat.jpg?w=800&h=500&s=1,-1,Số 3 trong 20 hoạt động giải trí tại Châu Đốc,https://www.tripadvisor.com.vn/Attraction_Review-g311303-d12622715-Reviews-Blue_Cruiser-Chau_Doc_An_Giang_Province.html
Saigon Transfers,-1,5.0,"2nd Floor Riverside Hotel Building at 18-19-20 Ton Duc Thang Street, Thành phố Hồ Chí Minh 700000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/89/ed/ed/our-company-logo.jpg?w=800&h=500&s=1,Mình thuê xe cho gia đình đi Đà Lạt 5 ngày. Tài xế rất thân thiện. Xe rất mới. Sẽ ủng hộ Saigon Transfers lần sau,Số 3 trên 273 Phương tiện giao thông ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d12432519-Reviews-Saigon_Transfers-Ho_Chi_Minh_City.html
Hue Transfers,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/90/07/63/hue-transfers.jpg?w=800&h=500&s=1,We had a great private transportation with Tommy from Hue to Da Nang. He is a super friendly and knowledgeable guy who speaks very good English. The car was very clean and we were given cold water and snacks. During the trip we stopped at different places and viewpoints. 10/10 I totally recommend!,Số 4 trên 107 Phương tiện giao thông ở Huế,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d8813685-Reviews-Hue_Transfers-Hue_Thua_Thien_Hue_Province.html
Superdong,-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/44/2f/10/20170814-080336-largejpg.jpg?w=800&h=500&s=1,-1,Số 1 trong 6 hoạt động giải trí tại Rạch Giá,https://www.tripadvisor.com.vn/Attraction_Review-g469419-d11622187-Reviews-Superdong-Rach_Gia_Kien_Giang_Province.html
Vietnam Backstreet Tours,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/09/a0/9b/ea.jpg,Esta es la mejor experiencia de viaje en Hanoi que he tenido. Thanh fue mi guía turístico y tenía mucho conocimiento y sentido del humor. La comida y la bebida son muy sabrosas e higiénicas.,Số 1 trên 1.653 Chuyến tham quan & hoạt động ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d19354579-Reviews-Vietnam_Backstreet_Tours-Hanoi.html
Hanoi Transfer Service,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/ed/df/81/hanoi-transfer-service.jpg?w=800&h=600&s=1,"Một mình đến Hà Nội vào ngày đẹp trời, Hà Nội đẹp lắm, thuê ngay một chiếc xe để được dẫn đi đến những nơi Hà Nội. Quả Hanoi Transfer Service không làm mình thất vọng! Cách làm việc thân thiện, lái xe còn có thể nói tiếng anh và đưa mình đến những điểm Hà Nội tuyệt đẹp và cổ kính như phố cổ Hà Nội, lăng chủ tịch Hồ Chí Minh, v.v.
Đến Hà Nội và trải nghiệm chuyến du lịch 3 ngày tại Hà Nội đáng nhớ ^^",Số 12 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d5599768-Reviews-Hanoi_Transfer_Service-Hanoi.html
The Doppel Mayer Cable Car,-1,3.5,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/19/f6/f0/the-doppel-mayer-cable.jpg?w=800&h=500&s=1,Красивый вид. Интересный парк. Мы с друзьями провели там около 3х часов. Очень понравилось. Особенно зип-лайн! Таких впечатлений я давно не испытывал,Số 19 trong 43 hoạt động giải trí tại Vũng Tàu,https://www.tripadvisor.com.vn/Attraction_Review-g303946-d4795455-Reviews-The_Doppel_Mayer_Cable_Car-Vung_Tau_Ba_Ria_Vung_Tau_Province.html
Công ty Cổ Phần Tàu Cao Tốc Vina,-1,3.5,"91 Lê Quốc Hưng, phường 12, Quận 4, Thành phố Hồ Chí Minh 70000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/38/2c/03/our-hydrofoil-docking.jpg?w=800&h=500&s=1,"Nothing fast about this trip, I reckon 1 HP outboard against a running tide would go faster. The boat was packed and the air-conditioning unless you were seated under a went was useless. You can't even open a window to breathe fresh air. A novel way to travel but if I had to travel to Ho Chi again I would do it by car. Staff were good and refreshments were available but I won't be making a second trip.",Số 91 trong 296 hoạt động giải trí tại Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d8772716-Reviews-Vina_Express_Fast_Ferry-Ho_Chi_Minh_City.html
Da Nang Private Car,-1,4.5,"123 Nguyen Thi Minh Khai Str, Đà Nẵng 550000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/b8/83/4d/tien-sa-port-danang-port.jpg?w=800&h=500&s=1,Hiệu quả và dễ dàng giải quyết giao thông giữa Sân bay Đà Nẵng và Hội An. Cô Jessica đã rất hữu ích. Dịch vụ xuất sắc. Tốt hơn taxi.,Số 9 trên 215 Phương tiện giao thông ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d12245461-Reviews-Da_Nang_Private_Car-Da_Nang.html
Bus Express 86,-1,4.5,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/d8/a0/4b/wifi.jpg?w=800&h=500&s=1,"Tôi luôn chọn xe bus 86 mỗi khi cần lên sân bay. Xe luôn đúng giờ, sạch sẽ, rộng rãi. Giá thì không có gì để phàn nàn. Chỉ 35,000vnđ/ vé. Phụ xe nói được tiếng anh và cũng rất nice với khách.",Số 41 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12569701-Reviews-Bus_Express_86-Hanoi.html
Hoi An Budget Car Rental,-1,5.0,"458 Hai Ba Trunng, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/7a/f6/5b/vehicle-used-for-our.jpg?w=800&h=500&s=1,"Bạn bè tôi quyết định lựa chọn Hoi An Budget Car Rental cho chuyến đi Quy Nhơn 3 ngày 2 đêm. Trải nghiệm tuyệt vời từ các món ăn, tận hương dịch vụ với mức giá hợp lý. Được giới thiệu các món ăn ngon. Chắc chắn chúng tôi sẽ giới thiệu bạn bè và sẽ lựa chọn công ty nếu có dịp trải nghiệm lần nữa. Cảm ơn Peter Nguyen !!",Số 11 trên 187 Phương tiện giao thông ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d10832563-Reviews-Hoi_An_Budget_Car_Rental-Hoi_An_Quang_Nam_Province.html
VM Cars - The Car You Trust,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/4f/e3/6b/a-best-transfer-services.jpg?w=800&h=500&s=1,"Amazing driver, who speaks great English and is eager to show you the nicest places. Also a very comfortable car! It was a great choice for the drive from Hué to Hoi An.",Số 7 trên 215 Phương tiện giao thông ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d13336196-Reviews-VM_Cars_The_Car_You_Trust-Da_Nang.html
Hoi An Transport Service,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/8a/8d/63/caption.jpg?w=800&h=500&s=1,"Très très bonne compagnie
J ai réserve plusieurs trajets Via mail et Olivier à toujours été très réactifs
Trajet aéroport Hanoi
Hoi an aéroport da nang
Les chauffeurs toujours ponctuels, et prudents
Je recommande à 100%",Số 6 trên 187 Phương tiện giao thông ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d20966861-Reviews-Hoi_An_Transport_Service-Hoi_An_Quang_Nam_Province.html
Danny Phan Travel,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/5d/ca/45/caption.jpg?w=800&h=500&s=1,"We have been using them for many trips already. They are very serious: never late, good cars, good drivers. Very competitive prices. Recommended.",Số 13 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25353831-Reviews-Danny_Phan_Travel-Hanoi.html
Vinasun Taxi,-1,4.0,"Vinasun Tower, Thành phố Hồ Chí Minh 70000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/41/0c/e0/taxi-vinasan.jpg?w=800&h=500&s=1,"Đi từ công ty bên quận 2 qua đường Hồ Tùng Mậu quận 1 mà nhiu đây tiền
Cố tình chạy vòng vòng để làm tiền khách hàng",Số 17 trên 273 Phương tiện giao thông ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d8869748-Reviews-Vinasun_Taxi-Ho_Chi_Minh_City.html
Hanoi Airport Transfer,-1,4.5,"348 Buoi Street, Ba Dinh District, Hà Nội 10000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/f2/0e/d9/hanoi-airport-transfer.jpg?w=800&h=500&s=1,"Thái độ lái xe không tốt. Cáu gắt khi tôi xuống chậm 10p. Bên trong xe vệ sinh không sạch sẽ. Xe khá cũ, lái xe vừa đi vừa nói chuyện điện thoại",Số 45 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8861454-Reviews-Hanoi_Airport_Transfer-Hanoi.html
Cát Bà Express,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/68/49/ae/getlstd-property-photo.jpg?w=1200&h=900&s=1,"Chuyến tham quan vừa rồi làm mình rất hài lòng về quy cách phục vụ tận tình chu đáo của công ty, dù là một người rất hay đi du lịch nhưng đây là lần đầu t chọn lựa dịch vụ của công ty và đánh giá cũng hơi muộn xíu nhưng thực sự đây là một trải nghiệm khá thú vị với mình",Số 9 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12529983-Reviews-Cat_Ba_Express-Hanoi.html
Vietnam Private Transfers,-1,5.0,"Bui Vien street Distict 1, Ho Chi Minh, Thành phố Hồ Chí Minh 700000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/af/73/58/ho-chi-minh-private-transfer.jpg?w=800&h=500&s=1,Cám ơn Lily và team đã sắp xếp một chuyến đi tuyệt vời cho gia đình tôi từ Hà Nội đến thăm Thành phố Hồ Chí Minh!,Số 12 trên 273 Phương tiện giao thông ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d13871488-Reviews-Vietnam_Private_Transfers-Ho_Chi_Minh_City.html
Hanoi Car Rentals,-1,5.0,"10/30/262B Nguyễn Trãi, Thanh Xuân Trung, Hà Nội 100000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/9d/2d/0f/my-dad-from-us.jpg?w=800&h=500&s=1,"Sau khi tham khảo nhiều đơn vị cũng cấp dịch vụ lữ hành. Gia đình tôi đã chọn Mr Khắc Anh cung cấp dịch vụ du lịch trọn gói chuyến đi Tràng An Ninh Bình. Cảm nhận của chúng tôi sau khi hoàn thành chuyến đi là hoàn toàn hài lòng. Hướng dẫn chuyên nghiệp, thân thiện. Người hướng dẫn có nhiều kiến thức lịch sử và địa danh. Cảnh quan thiên nhiên rất đẹp, môi trường sạch sẽ... Rất mong được hợp tác trong chuyến đi gần nhất.",Số 47 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12310773-Reviews-Hanoi_Car_Rentals-Hanoi.html
Rosa Eco Bus,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/50/b2/0e/tuan-chau-habour.jpg?w=800&h=500&s=1,Tôi rất vui khi có chuyến Đi với Cty. Thật sự sự phục vụ nhiệt tình của các bạn làm tôi rất hài lòng. Mọi thứ trên xe đều rất ok,Số 29 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12213081-Reviews-Rosa_Eco_Bus-Hanoi.html
Hoi An Da Nang Private Transfer,-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/1c/10/86/getlstd-property-photo.jpg?w=800&h=500&s=1,-1,Số 14 trên 187 Phương tiện giao thông ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d12719338-Reviews-Hoi_An_Da_Nang_Private_Transfer-Hoi_An_Quang_Nam_Province.html
AZ Transfer Service,-1,5.0,"31 Hoàng Như Tiệp, Long Biên Long Bien district, Hà Nội 10000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/b1/e8/5e/az-transfer-service-logo.jpg?w=900&h=600&s=1,We hebben onze transfers voor onze rondreis Vietnam vooraf via de mail geboekt via AZ transfer. Fijne communicatie en ze waren zeer geduldig met mij gezien ik vaak het schema weer omgooide. Uiteindelijk akkoord gegeven en aanbetaling verliep perfect. Eenmaal in Vietnam aangekomen waren de transfers perfect. Dag voor onze vertrek werd er via whatsapp gecheckt hoe laat ze ons moesten komen ophalen. Chauffeurs waren altijd stip op tijd. Ik zou ze in de toekomst zeker weer boeken! Bedankt AZ voor de goede service!,Số 49 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11445289-Reviews-AZ_Transfer_Service-Hanoi.html
Vietnam Private Car,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/fc/cd/c8/vietnam-private-car-team.jpg?w=800&h=500&s=1,"We had an absolutely seamless experience booking our Private Car and Driver through Vietnam Private car. From the time I was in touch with Bean i knew I had made the right choice. He was constantly checking on us making sure we boarded our flight from singapore , guiding through immigration process by WhatsApp chats I have never been taken care of so well by any travel agency. Our driver Mr. Loc was patiently waiting for us despite the arrival delays and the next 4 days were a breeze. We always had the driver on time waiting for us at the hotel lobby and taking us to all the amazing places around Ho Chi Minh. Since we were a group with two senior citizens and a child this was the most convenient way of exploring the city at your own comfort. The pricing also was quite transparent and reasonable. We felt so safe , pampered and well taken care of and never had to rush through the sightseeings. Highly recommend Vietnam Private Car for anybody wanting to explore Vietnam at their own pace and comfort. You don’t have to worry about a thing.",Số 18 trên 215 Phương tiện giao thông ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d12590747-Reviews-Vietnam_Private_Car-Da_Nang.html
Dora Cruise,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0a/2e/03/47.jpg,"Tôi đã có chuyến đi tuyệt vời trên du thuyền cùng bạn
Ở đây chúng tôi được phục vụ nhiệt tình và rất chu đáo
Đồ ăn ở đây rất ngon
Cảm ơn bạn hiếu rất nhiều ❤️",Số 3 trên 83 Phương tiện giao thông ở Vịnh Hạ Long,https://www.tripadvisor.com.vn/Attraction_Review-g293923-d19882416-Reviews-Dora_Cruise-Halong_Bay_Quang_Ninh_Province.html
TOMMY EXCURSIONS TRAVEL,-1,5.0,-1,-1,"Tuyệt vời
Hoạt bát
Nhiệt tình
Lanh lẹn.
Ăn ngon.
Trải nghiệm đáng nhớ của một hành trình cùng người yêu.",Số 1 trên 556 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d24897250-Reviews-TOMMY_EXCURSIONS_TRAVEL-Hanoi.html
VIC SAPA TRAIN,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/7b/54/63/caption.jpg?w=800&h=500&s=1,"I'm so glad I read the reviews on Tripadvisor because I would have not otherwise known about Vic Sapa train. From the time booking Mrs Nguyen was impeccable, replying to emails promptly and offering all needed assistance. We chose a VIP cabin for 2 and actually had a very comfortable journey. Sure, the train swings, but you would have that with any company since it's one operator for the entire train. In fact, the swinging motion helped me fall asleep.
The carriage is beautiful on the inside, our cabin was impeccably clean and so was the toilet throughout the entire journey, a huge plus. We also had free snacks and drinks in our cabin. Overall, a great experience, I only wish they would cover other train routes, we would surely book with Vic.",Số 5 trên 56 Phương tiện giao thông ở Sapa,https://www.tripadvisor.com.vn/Attraction_Review-g311304-d25070205-Reviews-VIC_SAPA_TRAIN-Sapa_Lao_Cai_Province.html
Hue Car Rental,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/11/45/de/big-love-with-guest-hai.jpg?w=1000&h=-1&s=1,"Nhóm của chúng tôi đi thăm quan từ Huế Hội An đặt xe qua đơn vị lữ hành Hue Car Rental. Ông Hải là người trực tiếp điều hành lái xe. Rất tuyệt vời, đây là lần đầu tiên chúng tôi được phục vụ chu đáo, thân thiện và rất chuyên nghiệp. Những điểm dừng chân nổi tiếng của Miền trung Việt Nam như cố đô Huế, vườn quóc gia Bạch Mã, biển Lăng Cô, Bà nà hill, Chùa linh ứng, Non nước... và cuối cúng đặc biệt là phố cổ Hội An. Xe đời mới, sạch bóng, lái xe cực kỳ yên tâm, và thân thiện, vui tính. Chỉ biết nói là tuyệt vời tôi sẽ giới thiệu cho bạn bè đội ngũ ông Hải chủ hãng xe. Thiên đường du lịch là đây... 5 sao!!!",Số 1 trên 107 Phương tiện giao thông ở Huế,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d8321843-Reviews-Hue_Car_Rental-Hue_Thua_Thien_Hue_Province.html
Ninh Binh Car Rental,-1,5.0,"44 Lương Ngọc Quyến, phường Hàng Buồm Hoàn Kiếm, Hà Nội 100000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/c4/3e/c2/ninh-binh-car-rental.jpg?w=900&h=600&s=1,"Gia đình tôi đi thuê xe công ty đi Hà Giang xem mùa hoa tam giác mạch. Lái xe nhiệt tình am hiểu đường núi, các điểm dừng nghỉ ăn uống rất sạch sẽ. Xin cảm ơn công ty.",Số 59 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d14901809-Reviews-Ninh_Binh_Car_Rental-Hanoi.html
Family Car For Service,-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/de/dd/2c/car-service.jpg?w=800&h=500&s=1,-1,Số 13 trên 187 Phương tiện giao thông ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d15212958-Reviews-Family_Car_For_Service-Hoi_An_Quang_Nam_Province.html
VN CARS SERVICES,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/a7/ce/25/caption.jpg?w=800&h=500&s=1,"I had a full day trip planned with Ken from Hue to Hoi An with hour final drop been da nang.

He was great and made sure we could cover all our spots and also arranged amazing vegetarian Vietnamese food for us.

Speaks English and is very personable. I would definitely recommend him.",Số 14 trên 215 Phương tiện giao thông ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d19643764-Reviews-VN_CARS_SERVICES-Da_Nang.html
Asia Pearl Travel - Day Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/25/55/44/deluxe-cabin-white-dolphin.jpg?w=900&h=700&s=1,Can't express enough our thanks to our super guide Tony who made up our trip. He was very caring to our parents and very patient to our kid. The trip could not go well without his wonderful work that was the brilliant start of our 12 days with the company.,Số 22 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d2502204-Reviews-Asia_Pearl_Travel_Day_Tours-Hanoi.html
Saigon Waterbus,-1,4.5,"10B Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh, Thành phố Hồ Chí Minh 700000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/5b/30/ea/saigon-waterbus-lu-t.jpg?w=800&h=500&s=1,"xe buýt nước sài gòn giúp bạn khám phá sài gòn qua góc nhìn từ phía đi tàu thủy, rất tiết kiệm chi phí, cảm giác lạ cho khách du lịch nước ngoài",Số 18 trên 273 Phương tiện giao thông ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d13447187-Reviews-Saigon_Waterbus-Ho_Chi_Minh_City.html
