Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_OutDoor
VBID.app,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0f/9d/53/39.jpg,"I got a reference from one of my friends….Great service. Vehicle was neat and good. Driver was on time as per our schedule, Mr. Bean was very helpful in arranging and planning the trip. Thank you Mr. Bean for your service and patience.",Số 52 trên 273 Phương tiện giao thông ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d24989094-Reviews-VBID_app-Ho_Chi_Minh_City.html
Mekong Smile Cruise Can Tho,-1,4.5,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/db/a8/ee/mekong-smile-cruise-can.jpg?w=1000&h=-1&s=1,"We had a great morning with Mekong smile tour today. Visited the floating market, had great breakfast onboard and wonderful trip around the river. The guide was sweet and managed to explain both in Vietnamis and English. The office team was great as well. We really recommend it !
Betty",Số 4 trên 16 Phương tiện giao thông ở Cần Thơ,https://www.tripadvisor.com.vn/Attraction_Review-g303942-d15548593-Reviews-Mekong_Smile_Cruise_Can_Tho-Can_Tho_Mekong_Delta.html
Nara Bình Tiên Golf Club,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/12/00/bf/mo-hinh-toan-th-d-an.jpg?w=900&h=700&s=1,"Tuần rồi mình có tour ở miền Trung, được bạn giới thiếu Sân gôn ở Ninh Thuận. Nhóm mình đi trúng ngày ít gió, trời đẹp nên có những cú swing cực tốt. Mọi dịch vụ đi kèm, phải nói là ""Quao"" trên mức tuyệt vời. Nhân viên thân thiện, nhiệt tình. Mình đã có trải nghiệm trọn vẹn tại Nara Bình Tiên Golf Club. Sẽ quay lại dịp gần nhất",Số 1 trên 1 Hoạt động ngoài trời ở Binh Tien,https://www.tripadvisor.com.vn/Attraction_Review-g15122073-d23993616-Reviews-Nara_Binh_Tien_Golf_Club-Binh_Tien_Ninh_Thuan_Province.html
Bao Duyen Eco-tourism,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/22/17/ac.jpg,"Anh hướng dẫn Thuần rất vui tính và nhiệt tình ạ . Tour vườn cái cây rất hấp dẫn, chôm chôm hái thõa thích , ăn no bụng mà còn được tặng vài chùm mang về , mua sầu riêng tại vườn giá gốc 60k / kg .",Số 1 trên 3 Phương tiện giao thông ở Bến Tre,https://www.tripadvisor.com.vn/Attraction_Review-g737085-d21177941-Reviews-Bao_Duyen_Eco_tourism-Ben_Tre_Ben_Tre_Province_Mekong_Delta.html
Golf in Danang,-1,4.0,"12 4, Bach Dang Street, Đà Nẵng 550000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/74/2b/8a/montgomerie-links.jpg?w=900&h=600&s=1,"Our G4Fun group descended on Danang for a 5 golf game schedule in the cool weather at the beginning of the year. The 5 courses are BRG Danang, Ba Na,Montgomerie,Hoian A Shores.
I like golfing in Thailand as most of the Clubs there provide for yellow tees for the benefit of seniors. Not so in Vietnam. On this trip, I opted to play from red tee and was happy to do so.
Both the BRG courses are well designed,with enough hazards to challenge both social and good golfers.
On the other hand, Montgomerie earned the distinction of worst value for money course.
The Group was unanimous that Hoian A Shores is the best of the courses on this trip. The greens and fairways were immaculaete.
The toilets and amenities are the best we have experienced on this trip. This link course is close to the sea and the winds were one of the challenges.
Understand this course is regarded as the best in Vietnam.
On a personal note, the BRG course designed by Nicklaus is the best as l had my best score on this trip at this course.",Số 71 trên 247 Hoạt động ngoài trời ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d7362360-Reviews-Golf_in_Danang-Da_Nang.html
Cong Travel,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c3/45/47/we-arrived-safetly-to.jpg?w=1200&h=-1&s=1,"Chất lượng phục vụ tốt, lái xe an toàn cùng hướng dẫn viên nhiệt tình, biết cụ thể tất cả về điểm du lịch, hỗ trợ khách tham quan mua sắm đúng giá cả, theo khách trên toàn bộ quá trình nhận tour và trả khách đúng thời gian
1 công ty tốt cho 1 chuyến du lịch ngắn ngày",Số 55 trên 133 Hoạt động ngoài trời ở Huế,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d13412579-Reviews-Cong_Travel-Hue_Thua_Thien_Hue_Province.html
Vietnam Green Trail Travel,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/11/31/5f/50.jpg,"Nhiều lựa chọn tour trải nghiệm để lựa chọn. Nhân viên tư vấn nhiệt tình, thân thiện, hướng dẫn viên vui vẻ và nhiều kinh nghiệm, hiểu biết sâu về văn hoá, phòng tục của người dân từng điểm đến.",Số 2 trên 10 Chuyến tham quan & hoạt động ở Mai Châu,https://www.tripadvisor.com.vn/Attraction_Review-g1652592-d24079618-Reviews-Vietnam_Green_Trail_Travel-Mai_Chau_Mai_Chau_District_Hoa_Binh_Province.html
Lua Wellness Retreats,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0f/63/a1/b1.jpg,We are so happy to book our tours with Rosie julie and Van. We had an amazing time and great conversation. We met local folks and loved the food.,Số 59 trên 127 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d24797445-Reviews-Lua_Wellness_Retreats-Hoi_An_Quang_Nam_Province.html
Da Nang - Hoi An - Hue Driving Tours,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/16/79/d3.jpg,"Full day rented car (Fortuner) for only 3M to visit the longest glass bridge in town at Moc Chau (up & down)

This is an ideal price considering the distabce from the center of Hanoi.

What we liked on this trip is the driver which is friendly and always do smile.",Số 1 trên 1 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Cam An,https://www.tripadvisor.com.vn/Attraction_Review-g21391360-d21078349-Reviews-Da_Nang_Hoi_An_Hue_Driving_Tours-Cam_An_Hoi_An_Quang_Nam_Province.html
Hoi An Rental Car,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/11/45/f8/ce.jpg,"We did the trip from Hoi An to Hue. It was a wonderful trip with lots of stunning views. Our driver, Tien was great, clean car and safe driving. He drove us and was a very friendly, knowledgable and capable person. Reasonable price. Would definitely use them again and recommend to others.",Số 65 trên 187 Phương tiện giao thông ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d19919044-Reviews-Hoi_An_Rental_Car-Hoi_An_Quang_Nam_Province.html
Catba Sunset Cruise,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/f3/7f/c2/caption.jpg?w=1200&h=-1&s=1,"Stew is cool. Gave us a really good time. 10/10 dude. If you’re worried about having a good time, don’t worry he got you",Số 43 trên 75 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Cát Bà,https://www.tripadvisor.com.vn/Attraction_Review-g737051-d25129638-Reviews-Catba_Sunset_Cruise-Cat_Ba_Hai_Phong.html
The Halong Catamaran,-1,4.5,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0a/94/98/c6.jpg,-1,Số 151 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d19776519-Reviews-The_Halong_Catamaran-Hanoi.html
Amazing Vietnam,-1,4.5,-1,-1,-1,Số 152 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d19112060-Reviews-Amazing_Vietnam-Hanoi.html
K Screen Golf - K스크린골프 - Golf Nha Trang,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0a/9f/a9/82.jpg,"Công nghệ hiện đại,giá cả hợp lý,thích hợp cho sự trải nghiệm Golf trong nhà rất đáng để thử ,có dịp đến Nha Trang các bạn nhớ thử nhé ạ",Số 3 trên 19 Vui chơi & Giải trí ở Nha Trang,https://www.tripadvisor.com.vn/Attraction_Review-g293928-d20319075-Reviews-K_Screen_Golf_K_Golf_Nha_Trang-Nha_Trang_Khanh_Hoa_Province.html
Halo Quy Nhơn,-1,5.0,-1,-1,"Một trải nghiệm đáng nhớ của tôi và gia đình khi đặt tour tại Halo Quy Nhơn, phục vụ rất chu đáo, nhiệt tình, chất lượng. Được đi cano siêu tốc siêu đã và khám phá đảo Kỳ Co xinh đẹp, màu nước xanh phải nói là mê nơi này thật sự.",Số 4 trên 13 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Quy Nhơn,https://www.tripadvisor.com.vn/Attraction_Review-g608528-d21389156-Reviews-Halo_Quy_Nhon-Quy_Nhon_Binh_Dinh_Province.html
Sapa Smiling Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/ef/a0/c9/peaceful-village-where.jpg?w=1200&h=-1&s=1,"Found this place by accident while searching for a cup of coffee. Got talking with Raphael about what I was looking for as a solo traveller and he provided me with some fantastic information. They set me up with Mike and we went on an amazing moto tour to Hmong villages and an incredible waterfall, all while learning about the culture. They then helped me figure out the next step on my journey.

So to Raphael, Sisi, and Mike, thank you!",Số 15 trên 56 Phương tiện giao thông ở Sapa,https://www.tripadvisor.com.vn/Attraction_Review-g311304-d17713607-Reviews-Sapa_Smiling_Tours-Sapa_Lao_Cai_Province.html
Phong Nha Locals Travel,-1,5.0,-1,-1,"What a wonderful half day excursion to admire the beauty of My Son Sanctuary in the moment of Dawn. Our guide was very knowledgeable and had a great sense of humour. The car was very nice, clean and well organized. Highly recommend this tour.",Số 61 trên 127 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25314634-Reviews-Phong_Nha_Locals_Travel-Hoi_An_Quang_Nam_Province.html
Vietnam Travel Group,-1,4.5,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/90/7b/9a.jpg,"thân thiện, nhiệt tình, tôi đánh giá cao về sự phục vụ của các bạn. Tôi sẽ quay lại nhiều lần nữa. Cảm ơn",Số 7 trên 28 Đồ ăn & Đồ uống ở Vịnh Hạ Long,https://www.tripadvisor.com.vn/Attraction_Review-g293923-d17454651-Reviews-Vietnam_Travel_Group-Halong_Bay_Quang_Ninh_Province.html
Alps Travel,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0a/64/34/96.jpg,"It was a great time on Venezia cruise. Specially our guide ""River"" and other staff members in cruise were very helpful and understanding.
We loved the trip.",Số 44 trên 75 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Cát Bà,https://www.tripadvisor.com.vn/Attraction_Review-g737051-d20087289-Reviews-Alps_Travel-Cat_Ba_Hai_Phong.html
CAO BANG CAMPING,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0f/4e/2e/95.jpg,"Trải Nghiệm tuyệt vời với bản thân và mọi người
Vui vẻ , ý nghĩa , cảnh đẹp hùng vĩ tráng lệ
Cùng với đó là sự tận tình , tận tuỵ , tận tâm cũng nhũng bạn trẻ 9x
Quá tuyệt vời
Tôi sẽ đến đây nhiều lần!
Cảm ơn các bạn rất nhiều !",Số 1 trên 3 Đồ ăn & Đồ uống ở Cao Bằng,https://www.tripadvisor.com.vn/Attraction_Review-g1519989-d24176172-Reviews-CAO_BANG_CAMPING-Cao_Bang_Cao_Bang_Province.html
Mekong River Tourist,-1,4.5,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/33/e5/a8/mekong-river-tourist.jpg?w=800&h=-1&s=1,"Had a lovely tour around the village, with the chance to walk around and see the local houses and farm land before stopping for a drink and to sample some of the local fruit, whilst listening to local musicians and singers. Then travelled by small boat up part of the Mekong River and stopped at a local manufacturers where you could see the production of local sweets (coconut candy) with the opportunity to purchase if wanted.",Số 1 trên 3 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Mỹ Tho,https://www.tripadvisor.com.vn/Attraction_Review-g469417-d17341233-Reviews-Mekong_River_Tourist-My_Tho_Tien_Giang_Province_Mekong_Delta.html
Greentours Vietnam,-1,5.0,-1,-1,"Une expérience hors du commun ! Très bonne agence, avec un voyage personnalisé dans les moindre détails. Les guides étaient à notre écoute du début à la fin. Je vous recommande grandement cette aventure inoubliable !",Số 26 trên 135 Vui chơi & Giải trí ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d24187815-Reviews-Greentours_Vietnam-Hanoi.html
Phu Quoc Trip - Day Tours,-1,4.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/f0/51/c8/photo6jpg.jpg?w=1200&h=900&s=1,"Tôi đã thực sự có 1 ngày trãi nghiệm hoàn toàn mới mẽ cùng bạn bè, được câu cá, ngắm san hô, được vui chơi, ăn uống thoải mái, cám ơn sự phục vụ nhiệt tình của đội ngũ lái tàu và hướng dẫn viên, hy vọng 1 ngày không xa khi tôi trở lại Phú Quốc sẽ gặp lại các bạn 1 lần nữa",Số 45 trên 104 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Đảo Phú Quốc,https://www.tripadvisor.com.vn/Attraction_Review-g469418-d8647290-Reviews-Phu_Quoc_Trip_Day_Tours-Phu_Quoc_Island_Kien_Giang_Province.html
FLC Golf Links Samson,-1,4.5,"Ho Xuan Huong road, Quang Cu commune, Samson Hamlet, Thanh Hoa Province, Vietnam, Sầm Sơn 440000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/60/c8/0f/getlstd-property-photo.jpg?w=900&h=600&s=1,"Khu nghỉ khá là to rộng, nhưng quá đông và ý thức người dân lại không tốt. Chúng tôi thuê một biệt thự mà các phòng thì xuống cấp, không khác gì cái phòng của nhà nghỉ.",Số 1 trên 2 Hoạt động ngoài trời ở Sầm Sơn,https://www.tripadvisor.com.vn/Attraction_Review-g2440584-d11895441-Reviews-FLC_Golf_Links_Samson-Sam_Son_Thanh_Hoa_Province.html
Ninh Binh Local Tours,-1,5.0,-1,-1,"Dịch vụ tuyệt vời! Luôn tư vấn cho mình những dịch vụ rẻ và tiện lợi nhất, đúng với tiêu trí local tours ! Chỉ cần đặt xe riêng lái xe sữ hướng dẫn và chờ đợi , ko cần hướng dẫn, mọi thứ đều dễ dàng khi đi cùng Ninh Binh Local tour",Số 3 trên 10 Mua sắm ở Ninh Bình,https://www.tripadvisor.com.vn/Attraction_Review-g303945-d19467605-Reviews-Ninh_Binh_Local_Tours-Ninh_Binh_Ninh_Binh_Province.html
Cty Tnhh Dragon Golf,-1,4.5,"318 Trường Sa Hoa Hai, Ngu Hanh Son, Đà Nẵng 550000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/63/2b/6d/caption.jpg?w=900&h=600&s=1,"This shop had such great service, I came in to hire golf clubs and shoes and because I got really bad food poisoning, I was unable to play the next day, they refunded me the golf club hire and shoe hire. I would 100% recommend this shop to anyone thinking of playing golf in Da Nang. Support this shop, it is fantastic.",Số 7 trên 43 Vui chơi & Giải trí ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d4513308-Reviews-Cty_Tnhh_Dragon_Golf-Da_Nang.html
Vietnam Golf & Country Club,-1,3.5,"Hoang Huu Nam Street Long Thanh My Ward, District 9, Thành phố Hồ Chí Minh 0084 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/dd/b6/9c/vietnam-golf-country.jpg?w=900&h=600&s=1,"The course is uninteresting and not maintained to a standard you would expect, the caddy had a terrible attitude and rushed us through our 18 holes we were then privately approached and pressured to tip an extremely large amount, the price is a rip off and would not recommend coming here when there are better options",Số 157 trên 424 Hoạt động ngoài trời ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d4170589-Reviews-Vietnam_Golf_Country_Club-Ho_Chi_Minh_City.html
Lighten Travel,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/4e/cb/cc/titop-island-in-halong.jpg?w=1200&h=-1&s=1,"Gia đình chúng tôi với 17 thành viên trong đó có nhiều trẻ nhỏ đã có một hành trình đầy thú vị tại Vịnh Hạ Long. Cảm ơn rất nhiều vì sự chu đáo, nhiệt tình của Kate of Lighten Travel. Các khách sạn chúng tôi đến đều thật tuyệt vời cùng như chương trình hợp lý xuyên suốt 4 ngày đều tràn ngập tiếng cười và gia đình chúng tôi gắn kết thêm rất nhiều....",Số 338 trên 556 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d15692912-Reviews-Lighten_Travel-Hanoi.html
Hoho Travel,-1,4.5,-1,,"Our guide seemed nice but didn't speak English, so he wasn't able to tell us anything about the places we were at. He took us to a marble factory, which was interesting, but he just dropped us off. He then took us on to Hoi An, which we were looking forward to. When we asked if he could recommend a restaurant, he dropped us off in front of one and just pointed. We would have liked to try the Anthony Bourdain restaurant, but forgot it was an option to ask for and did not have it offered to us.

In the end, we feel like we ended up paying $100s of dollars for a taxi ride to Hoi An and back.",Số 26 trên 98 Đồ ăn & Đồ uống ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d23354570-Reviews-Hoho_Travel-Da_Nang.html
Vetratoria Vietnam,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/93/d6/df/rrd-russia-cup-2017-2017.jpg?w=1200&h=900&s=1,"Отличное место,как для новичков,так и для профиков!Большой выбор оборудования.Опытные инструктора,которые поставят любого на доску!В общем,рекомендую это место всем,и каждому!",Số 28 trên 41 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Phan Thiết,https://www.tripadvisor.com.vn/Attraction_Review-g298086-d9883263-Reviews-Vetratoria_Vietnam-Phan_Thiet_Binh_Thuan_Province.html
D2Tour,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/cf/22/de/d2tour-cong-ty-tour-du.jpg?w=1200&h=900&s=1,"lần vừa rồi mình quyết định chọn D2Tour là công ty cung cấp dịch vụ trọn gói cho chuyến 4N3D.
Phải nói là hết sức hài lòng dịch vụ, từ đưa đón ăn uống cho tới nghỉ ngơi khách sạn đều được quan tâm chăm sóc chu đáo, an toàn và chuyên nghiệp.
Một lần nữa tôi xin cám ơn D2Tour, chúc công ty làm ăn phát đạt, xin hẹn gặp lại vào năm sau!",Số 74 trên 247 Hoạt động ngoài trời ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d12351026-Reviews-D2Tour-Da_Nang.html
