Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_OutDoor
Explore Dong Van Geopark With Trung,-1,5.0,-1,-1,So amazing trip with funny guide and friendly. Service very good. They are all good drivers. Good to enjoy with him.,Số 57 trên 100 Hoạt động ngoài trời ở Hà Giang,https://www.tripadvisor.com.vn/Attraction_Review-g1544599-d12719408-Reviews-Explore_Dong_Van_Geopark_With_Trung-Ha_Giang_Ha_Giang_Province.html
Trang Thanh Travel,-1,5.0,-1,-1,"Chuyến đi mang đến cho tôi nhiều trải nghiệm, hạnh phúc và nhiều trò chơi gắn kết mọi thành viên lại với nhau. Cảm ơn Trang Thanh Travel.",Số 72 trên 273 Phương tiện giao thông ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d16666055-Reviews-Trang_Thanh_Travel-Ho_Chi_Minh_City.html
Twin Doves Golf Club,-1,3.5,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/0d/4c/d7/on-the-roof-top-of-twin.jpg?w=900&h=600&s=1,Played 18 holes today. Course seems to be good.Till the time we played the caddies were good But as soon as we finished they refuse to take the tip which was being offered by us and demanded for more. And they were asking 500000vnd each. i enquired from the reception and she said that it is not on club it is between u and the caddies. But the club management have to have some regulating authority on the caddies. I felt harassed.,Số 187 trên 424 Hoạt động ngoài trời ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d11124045-Reviews-Twin_Doves_Golf_Club-Ho_Chi_Minh_City.html
Green Land Tour,-1,5.0,-1,-1,-1,Số 13 trên 19 Chuyến tham quan & hoạt động ở Phong Nha,https://www.tripadvisor.com.vn/Attraction_Review-g13163545-d25219498-Reviews-Green_Land_Tour-Phong_Nha_Quang_Binh_Province.html
Indochine Junk,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/34/20/c1/indochine-junks.jpg?w=800&h=600&s=1,On a fait une croisière authentique à la journée au départ de Catba pour être immergé dans la baie de Lan Ha et le golf du Tonkin. On a été émerveillé par la beauté sublime des montagnes karstiques la vie sur l'eau ici. C'est à refaire!,Số 51 trên 75 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Cát Bà,https://www.tripadvisor.com.vn/Attraction_Review-g737051-d12788138-Reviews-Indochine_Junk-Cat_Ba_Hai_Phong.html
Sapa Trekking Adventure,-1,5.0,-1,-1,"This was an incredible experience - truly could not have done this on our own. Over three days, we trekked ~40 kilometers in the Sapa region with a knowledgeable, friendly, local guide. Our guide Chu (Sinh’s cousin) even invited us to her home for an amazing home-cooked lunch on the second day - talk about hospitality. We stayed at nice homestays each night with home-cooked meals provided by local families. They are not luxurious, but they are comfortable and it was nice to connect with locals and other travelers. Be prepared to sweat and make sure to bring comfortable shoes - this is a workout but you’re surrounded by some of the most beautiful hills, mountains, valleys, and rivers imaginable. Book this now!",Số 80 trên 152 Hoạt động ngoài trời ở Sapa,https://www.tripadvisor.com.vn/Attraction_Review-g311304-d19478246-Reviews-Sapa_Trekking_Adventure-Sapa_Lao_Cai_Province.html
Mỹ Sơn Daily Tours,-1,5.0,-1,-1,"Around an hour driving from Da Nang, My Son Holy Land with ruined towers left but interestong to see. I had one more day left in Hoi An so my friend recommended booking this tour. I got enough information about the tour from the travel agency that called: My Son Daily Tours. The qoute was rather high but acceptable for a private trip.",Số 72 trên 127 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d12171127-Reviews-My_Son_Daily_Tours-Hoi_An_Quang_Nam_Province.html
Ha Giang Easy Rider,-1,5.0,"148 Minh Khai, Hà Giang 310000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/f9/38/ff/ha-giang-easy-rider.jpg?w=900&h=600&s=1,"Tôi cùng một nhóm bạn đã có dịp lên Hà Giang vào tháng trước, điều để lại cho tôi ấn tượng sâu sắc nhất đấy là vẻ đẹp tự nhiên hùng vĩ và con người ở Hà Giang đặc biệt là a An "" Kenny Hoàng"" rất tốt bụng và nhiệt tình với chúng tôi. A đã cho chúng tôi thuê xe với giá rất phải chăng và xe thì quá tốt.Thực sự chúng tôi đã có một chuyến đi và một kỉ niệm tuyệt vời về Hà Giang...Nhất định một ngày chúng tôi sẽ quay lại Hà Giang và người bạn của chúng tôi.. Thanks",Số 58 trên 100 Hoạt động ngoài trời ở Hà Giang,https://www.tripadvisor.com.vn/Attraction_Review-g1544599-d14928537-Reviews-Ha_Giang_Easy_Rider-Ha_Giang_Ha_Giang_Province.html
Sails of Indochina,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/34/0f/4c/cai-beo-floating-farmstay.jpg?w=800&h=600&s=1,"Fueron dos noches por la bahía dentro de un viaje largo a Vietnam, sólo tengo una palabra para describir lo que vimos EXTRAORDINARIO",Số 52 trên 75 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Cát Bà,https://www.tripadvisor.com.vn/Attraction_Review-g737051-d13399608-Reviews-Sails_of_Indochina-Cat_Ba_Hai_Phong.html
Whitesands Kitesurfing School,-1,5.0,-1,-1,"Excellent location, away from the noise of the city. Modern equipment. Beautiful teachers who understand you from a half-word. I recommend to everyone, after studying at this school you can kite anywhere!",Số 21 trên 26 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Mũi Né,https://www.tripadvisor.com.vn/Attraction_Review-g1009804-d13367859-Reviews-Whitesands_Kitesurfing_School-Mui_Ne_Phan_Thiet_Binh_Thuan_Province.html
Lavyla Travel Company Limited,-1,5.0,-1,-1,"Our guide Anne was outstanding. She made our visit to HCMC extras special. Her knowledge of Vitamins history amazing. She was extremely professional, friendly and kind.
We highly recommend her to lead tours in Vietnam.",Số 73 trên 273 Phương tiện giao thông ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19860093-Reviews-Lavyla_Travel_Company_Limited-Ho_Chi_Minh_City.html
Emily Private Tour,-1,5.0,-1,-1,"We booked a private tour through C-Vietnam Travel and Emily was our tour guide in Da Nang and Hoi An. She was punctual and very professional. She answered all of our questions thoroughly and gave us excellent insight into the Vietnamese culture and history. She gave us plenty of time to peruse the scenery and main attractions of each item on our itinerary, at our leisure.

We would highly recommend her.",Số 129 trên 206 Đồ ăn & Đồ uống ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d13646504-Reviews-Emily_Private_Tour-Hoi_An_Quang_Nam_Province.html
Lý Mỹ Sơn Travel,-1,4.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/9e/13/45/getlstd-property-photo.jpg?w=1200&h=900&s=1,"Arranged for the My Son afternoon tour the day before. Texted via WhatsApp and confirmed pick up between 1300-1315. Hai, the driver, was right on time and we picked up our tour guide, Uncle Chin on the way, because Chin had done an AM tour and needed to have a short break. Had a pleasant ride to My Son and Uncle Chin told us a few things along the way. We saw part of the ruins before the show as Uncle Chin has done this plenty of times and knows the ins and outs. We had sites left to see after the show so while the crowd queen for the carts back to the start, we utilized that time to see the remaining sites in virtual solitude. After completing, we caught the cart back and our van back toward Hoi An. We stopped at a dock and were picked up for our sunset boat ride to Hoi An. We were given soup on the ride and the opportunity to purchase beer or soda for $1. Boat dropped us in Hoi An where the van picked us up for the return to our hotel. 500,000/person, well worth it!!",Số 73 trên 127 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d11846657-Reviews-Ly_My_Son_Travel-Hoi_An_Quang_Nam_Province.html
SunBay Cruises,-1,5.0,-1,-1,-1,Số 61 trên 142 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Nha Trang,https://www.tripadvisor.com.vn/Attraction_Review-g293928-d15179905-Reviews-SunBay_Cruises-Nha_Trang_Khanh_Hoa_Province.html
Thuê Xe Máy Bảo Long,-1,4.0,"14 Nguyễn Thiện Kế An Hải Đông, Quận Sơn Trà, Đà Nẵng 55000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/50/88/dd/getlstd-property-photo.jpg?w=900&h=600&s=1,"Cửa hàng đa chủng loại xe , có giao xe tận sân bay. Giá chỉ 80K , rất cạnh tranh và ok. Cảm ơn dịch vụ thuê xe máy đà nẵng Bảo Long đã giúp mình có chuyến du lịch đà nẵng hấp dẫn",Số 94 trên 247 Hoạt động ngoài trời ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d13809610-Reviews-Motorbike_For_Rent_Bao_Long-Da_Nang.html
Nha Trang Today,-1,5.0,-1,-1,"Tour lặn biển Scuba Diving và tour đi bộ dưới đáy biển Seawalker Nha Trang rất chuyên nghiệp, ăn uống ngon, trải nghiệm lặn biển ngắm san hô tuyệt vời luôn, mới đi về phải review ngay cho bạn, đến Nha Trang mà không đi lặn hay đi bộ ngắm san hô thì thật là tiếc luôn. Tổ chức tour rất tuyệt vời, đi vui vẻ, giá rẻ, hài lòng tuyệt đối.",Số 62 trên 142 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Nha Trang,https://www.tripadvisor.com.vn/Attraction_Review-g293928-d19125805-Reviews-Nha_Trang_Today-Nha_Trang_Khanh_Hoa_Province.html
Khu du lịch sinh thái Nhân Tâm,-1,4.0,-1,-1,"Nơi có bầu không khí thoải mái, đồ ăn ngon, nhìu trò chơi thú vị, phục vụ chu đáo, nhìêu dịch vụ hợp lý.",Số 87 trên 207 Hoạt động ngoài trời ở Khánh Hòa,https://www.tripadvisor.com.vn/Attraction_Review-g1184689-d7010365-Reviews-Nhan_Tam_Eco_tourist_Area-Khanh_Hoa_Province.html
Halong Bay Vietnam,-1,4.0,-1,-1,"A beautiful spot, BUT the boat was talked up by Tom the host and was well below what we anticipated. On route to the main boat it was described as 5 star and less than 4 years old. Well our room on level 1 was next to the engine room and you couldn't hear yourself when under way. Considering the boat was not full room 102 should never be used. The rooms outdoor balcony had a broken door and could not be locked to seal the noise from the engine and the chairs did not match with one not having a cushion. The shower had a broken soap holder. The room looked run down. The food and beverage was great but once you ordered a drink you had to wait far too long. All emphasis was on larger groups, couples did not get much attention. The canoeing was fun and the fishing activities were also great. The excursions was well below what we expected as we expected a cave visit but instead visited a horse shoe bay that was nothing special. At the end of the tour we were asked to complete a survey and when the host was informed of our issues he did not handle it well leaving us no confidence that he would address the issues for future travellers.",Số 136 trên 229 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Vịnh Hạ Long,https://www.tripadvisor.com.vn/Attraction_Review-g293923-d20154366-Reviews-Halong_Bay_Vietnam-Halong_Bay_Quang_Ninh_Province.html
Vietnam Tours BN,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/4e/a4/f3/cat-ba-venture.jpg?w=1200&h=900&s=1,"Le personnel était absolument agréable et toujours à l'écoute, soucieux de votre confort. On avons bien aimé notre croisière insolite de 2 nuit à bord d'une jonque traditionelle de charme. Nous avons passé des moments formidables dans cette Merveille naturelle qui nous fait toujours rever. La prestation avec Luxury Tours a été très bonne aussi bien sur les moyens de transport, la restauration et l'hotelerie. Le guide qui nous a accompagné s'appelle The et il parle un français parfait, ce qui n'est pas facile à trouver au Vietnam, toujours prêt à nous renseigner et nous informer sur la vie des gens et l'histoire du pays. On vous conseille de demander cette agence pour organiser une telle croisière",Số 369 trên 556 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8532673-Reviews-Vietnam_Tours_BN-Hanoi.html
Trung Tâm Du Lịch Phong Nha - Kẻ Bàng,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/10/5f/e2/back-flip.jpg?w=1200&h=-1&s=1,We booked a tour for kayaking in Phong Nha Cave. The guide team during our tour was very professional and caring. The lady who received our booking was also very nice and helpful. Highly recommend this place.,Số 4 trên 4 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Vườn quốc gia Phong Nha-Kẻ Bàng,https://www.tripadvisor.com.vn/Attraction_Review-g4014591-d11915202-Reviews-Phong_Nha_Ke_Bang_Tourism_Center-Phong_Nha_Ke_Bang_National_Park_Quang_Binh_Pro.html
GreenTrip Jsc,-1,4.5,-1,-1,Excellent value for money . Well organised day trip . Guide speaks good English. Lunch as a great seafood done in the local style. Boat out to 3 places then shirt bus trip back to hotel,Số 11 trên 58 Phương tiện giao thông ở Nha Trang,https://www.tripadvisor.com.vn/Attraction_Review-g293928-d25177839-Reviews-GreenTrip_Jsc-Nha_Trang_Khanh_Hoa_Province.html
Trang An Golf and Country Club,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/5d/14/02/caption.jpg?w=900&h=600&s=1,"This golf course and resort is perfect for golf and family gatherings/holidays. My family and I came here 10 times since April 2022. Became a member here since my son, 10 yrs old, enjoyed playing golf and camping here. Beautiful scenery and wonderful staff. Will revisit any time we can ❤️",Số 37 trên 57 Hoạt động ngoài trời ở Ninh Bình,https://www.tripadvisor.com.vn/Attraction_Review-g303945-d17762414-Reviews-Trang_An_Golf_and_Country_Club-Ninh_Binh_Ninh_Binh_Province.html
Halong Bay Vietnam,-1,5.0,-1,-1,Excellent experiment. Mr Dai was extremely entertaining. I’d definitely recommend this to my family and friends,Số 137 trên 229 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Vịnh Hạ Long,https://www.tripadvisor.com.vn/Attraction_Review-g293923-d26552158-Reviews-Halong_Bay_Vietnam-Halong_Bay_Quang_Ninh_Province.html
Sapa Tour Daily,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/24/66/72/sapa-tour-daily.jpg?w=1200&h=900&s=1,"Sapa's valley is breathtaking with mountain sides filled with multi-tiered rice terraces. There are a few companies offering this one day tour. This tour will take you into two distinct villages: Lao Chai and Ta Van. They are habited by the Hmong ethnic people. Ours was a 7 km walking tour. We visited a primary school and a day nursery. We were also able to visit a local's house. This was a bit intimidating for me but I guess the owner gets some sort of remuneration. BEWARE!! The locals will start offering you their goods (trinkets, bracelets, purses, etc.) right from the minute you step out of your vehicle at kilometer 0 and will pursue you constantly right through kilometer 7. So...it will take all of your power and patience if you do not want to by anything. Getting mad at them will not work because there will assuredly be another vendor to entice you to buy. Good Luck",Số 81 trên 152 Hoạt động ngoài trời ở Sapa,https://www.tripadvisor.com.vn/Attraction_Review-g311304-d8855052-Reviews-Sapa_Tour_Daily-Sapa_Lao_Cai_Province.html
Mountain Light Travel,-1,4.5,-1,-1,"Morgens früh wurde ich am Hotel abgeholt der Reiseleiter kam in die Lobby und brachte mich sicher über die Straße zum bus.
Mir wurde am Vorabend per Whatsapp mitgeteilt das man zwischen 8-8.20 Uhr zu mit kommen würde am Ende waren es 8.40 Uhr aber bei dem Verkehr kein Wunder.Der Bus war sehr komfortabel mit viel Beinfreiheit und USB Anschluss
Nachdem alle Leute abgeholt wurden fing unser Reiseleiter Hoan an zu reden und einen mit den wichtigsten Informationen zu informieren.
Die fahrt sollte ungefähr 3 Stunden dauern mit 2 pausen.Die erste Pause war eine Toiletten pause von 10 Minuten, die zweite eine Pause von einer halben Stunde auf einer Perlenfarm diese hat eine an eine Kaffefahrt erinnert aber immer hin war es interessant zu sehen wie so etwas hergestellt wird.
Als wir in Halong angekommen sind ging es auf das schiff mit zwei Etage unten Esszimmer oben Aussicht deck
An Board gab es dann 10 verschiedene Vietnamnesiche Gerichte mir wurde sogar extra was vegetarisches serviert.
Als erstes wurde the amazing cave besichtigt danach Tiptoe Island wo man sich aussuchen konnte ob man schwimmen möchte oder 400 Treppen hoch laufen möchte kann ich aber jedem nur empfehlen toller Ausblick danach ging es weiter zum Kajakfahren bzw bamboo boat trotz regen.
Nach einem anstrengenden tag ging es dann wieder 2 1/2 Stunden zurück mit kleiner essenspause
Ich war erst skeptische Weil es noch keine bewertungen auf TripAdvisor gab aber ich kann es jedem nur wärmstens ans Herz legen",Số 2 trên 7 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Sapa,https://www.tripadvisor.com.vn/Attraction_Review-g311304-d16765202-Reviews-Mountain_Light_Travel-Sapa_Lao_Cai_Province.html
Cho thuê xe máy Hạ Long - Minh Motor,-1,5.0,"Green Bay Premium Building, Đường Hoàng Quốc Việt, Hung Thang, Vịnh Hạ Long 200000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3f/64/03/me-and-my-boy-friend.jpg?w=900&h=600&s=1,"We were more than satisfied! We got the scooter at a fair price. He also picked up the scooter at our hotel or got us a shuttle to the hotel. We wanted to continue traveling afterwards and he helped us by bus and drove us to the bus station. In addition, he and many gave really good recommendations for food, cafe and sights. It couldn't be better!",Số 1 trên 1 Hoạt động ngoài trời ở Hung Thang,https://www.tripadvisor.com.vn/Attraction_Review-g13163477-d20393086-Reviews-Motorbike_Rental_Ha_Long_Minh_Motor-Hung_Thang_Halong_Bay_Quang_Ninh_Province.html
Arcady Boutique Cruises,-1,4.5,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/10/3f/72/c6.jpg,"The van taking us from Hanoi to Ha Long Bay was very comfortable. At the Bay, we boarded a boat - there were only 11 of us. The lunch was excellent- plentiful and very fresh. Our tour guide was fantastic- very knowledgeable, friendly, and well-spoken.

The cave is quite large but it doesn’t appear to be active. Our guide said that there are sections in which visitors are not allowed. Most of the cave tour involved being shown figures in the formations.

The Tiptop island has a lovely beach where you can relax or play volleyball. I did the hike to an observation point at the top of the hill. This involved climbing many steep and sometimes uneven steps. The climb is also quite crowded.

I would recommend this trip.",Số 138 trên 229 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Vịnh Hạ Long,https://www.tripadvisor.com.vn/Attraction_Review-g293923-d25332284-Reviews-Arcady_Boutique_Cruises-Halong_Bay_Quang_Ninh_Province.html
"GIALAI ECOTOURIST Co.,Ltd",-1,5.0,-1,-1,"Chuyến 06 ngày của gia đình tôi thành công tốt đẹp, hdv chuyên nghiệp, dịch vụ tốt, hoàn hảo. Chuyến đi gắn kết tình thân các thành viên trong gia đình. Hdv chuyên nghiệp, lái xe rất tốt,khách sạn đẹp, ăn rất ngon",Số 1 trên 5 Chuyến tham quan & hoạt động ở Pleiku,https://www.tripadvisor.com.vn/Attraction_Review-g1224292-d23453416-Reviews-GIALAI_ECOTOURIST_Co_Ltd-Pleiku_Gia_Lai_Province.html
Vietnam Tourist Sim,-1,4.0,-1,-1,-1,Số 189 trên 424 Hoạt động ngoài trời ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d15746305-Reviews-Vietnam_Tourist_Sim-Ho_Chi_Minh_City.html
Bicycling Vietnam,-1,5.0,-1,-1,"孫の夏休みに3泊4日のメコンデルタのサイクリングを孫と2人で楽しんできました。
体力的に付いていけるか心配をしていましたが、ガイドのPhucさんがゆっくりとしたペースで先導をしてくれたので、景色を楽しんだり、ビデオ、写真などを取りながらベトナム南部のメコンデルタを満喫してきました。",Số 190 trên 424 Hoạt động ngoài trời ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d8587642-Reviews-Bicycling_Vietnam-Ho_Chi_Minh_City.html
Joy Camping Vietnam,-1,5.0,-1,-1,"Chỗ này nhiều chỗ chơi nên trẻ con rất thích. Đến đây hồi tháng 12, mình và chồng được lần đầu trải nghiệm cắm trại ngủ lều, nướng BBQ. Thời gian di chuyển chỉ 1,5 giờ",Số 1 trên 1 Phương tiện giao thông ở Hòa Bình,https://www.tripadvisor.com.vn/Attraction_Review-g3320435-d21381063-Reviews-Joy_Camping_Vietnam-Hoa_Binh_Hoa_Binh_Province.html
"Halong Bay, Vietnam",-1,4.5,-1,-1,"La Bahia de Ha Long sigue siendo un lugar espectacular e imperdible para visitar al ir a Vietnam. Es un lugar paradisíaco, con un paisaje incomparable, que recuerda el mundo de Avatar, pero cerca al mar. Hay que visitarlo al menos una vez en la vida.",Số 33 trên 83 Phương tiện giao thông ở Vịnh Hạ Long,https://www.tripadvisor.com.vn/Attraction_Review-g293923-d21086800-Reviews-Halong_Bay_Vietnam-Halong_Bay_Quang_Ninh_Province.html
Daily Vietnam Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/57/59/3a/sapa-trekking.jpg?w=1200&h=900&s=1,"We booked with a local travel agent in Hanoi and our tour guide from ""Vietnam Daily Tours' was Mr T , they picked us up at the arranged time which in our travel experience was a first so started off well and only got better throughout the day albeit very long which we knew from the start,(to do Halong bay from Hanoi and back is a LONG DAY) Mr T was a wonderful guide very Knowledgeable and quite different from other Vietnamese guides who can be very brash and annoying, He was gracious and very pleasant but able to guide all 25 or so on the bus with what felt like a personal touch from pick up time until drop off some 13 hours later.
Had a great day at the bay, wonderful weather which always make it good..
Totally recommend these Guys and if you can get Mr T your tour will be the better for it.",Số 260 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d10815262-Reviews-Daily_Vietnam_Tours-Hanoi.html
Scuba Zone Diving,-1,4.0,-1,-1,"Первый раз окунулась в подводный мир. Сказать, что я была в восторге, наверно не совсем правильно. Это не передаваемые ощущения, когда ты плывешь, а вокруг тебя рыбы, черепахи. Всем советую хотя бы один раз попробовать, несмотря на возраст.",Số 64 trên 142 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Nha Trang,https://www.tripadvisor.com.vn/Attraction_Review-g293928-d1451781-Reviews-Scuba_Zone_Diving-Nha_Trang_Khanh_Hoa_Province.html
