Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_ShoppingTour,,,
Kimmy Custom Tailor,-1,5.0,"70 Tran Hung Dao | 39A Nguyen Phuc Chu Street, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/c3/dd/f8/kimmyphoto.jpg?w=800&h=500&s=1,"A really good experience and I bought a hand made suit too.
Na was brilliant, fun, efficient and understood what I needed rather than wanted .
Great service and lovely tailoring too",Số 20 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d1878338-Reviews-Kimmy_Custom_Tailor-Hoi_An_Quang_Nam_Province.html,,,
Peace Tailor in Hoi An,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/b6/a5/ed/20180422-093146-largejpg.jpg?w=800&h=500&s=1,"Tiệm may đẹp, tôi đã chụp khá nhiều vãi kiểu để có thể đi tiếp cho lần sau. Đây là một trải nghiệm tốt, tôi định sẽ quay lại để may thêm nhiều bộ nữa",Số 5 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d2717876-Reviews-Peace_Tailor_in_Hoi_An-Hoi_An_Quang_Nam_Province.html,,,
Saigon Square Shopping Mall,-1,3.5,"81 Nam Kỳ Khởi Nghĩa, Bến Nghé, Quận 1 Bến Thành Market, Thành phố Hồ Chí Minh 70000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/45/04/1d/coppy.jpg?w=800&h=500&s=1,"Giống như chợ đồng xuân ở hà nội nhưng lại đa dạng mẫu mã hơn rất nhiều
Quần áo rất đẹp và rẻ hợp lý nếu biết cách mặc cả
Các vật dụng khác thì mình thays bthg đôi lúc bị chém giá khá cao
Chờ rất bé , nên bảo vệ đồ đạc cẩn thạn
Tuy nhiên rất nh hàng có thể nói đc tiếng hàn tiếng anh",Số 35 trong 296 hoạt động giải trí tại Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2475475-Reviews-Saigon_Square_Shopping_Mall-Ho_Chi_Minh_City.html,,,
Night Market,-1,3.5,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/60/0d/34/night-market.jpg?w=800&h=500&s=1,"週末限定のナイトマーケット！
土曜日に行きましたが、めっちゃ人が多くてびっくりしました。めっちゃくちゃ露店も多いです",Số 47 trong 306 hoạt động giải trí tại Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d1177507-Reviews-Night_Market-Hanoi.html,,,
Long Thanh Photo Studio,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/74/3e/db/long-thanh-photo-studio.jpg?w=800&h=500&s=1,"Cho mình cảm giác rất gần gũi, giản dị và rất hoài niệm.
Có thêm nhiều điều hơn từ chia sẻ của tác giả",Số 3 trong 90 hoạt động giải trí tại Nha Trang,https://www.tripadvisor.com.vn/Attraction_Review-g293928-d451113-Reviews-Long_Thanh_Photo_Studio-Nha_Trang_Khanh_Hoa_Province.html,,,
Bebe Tailor,-1,4.5,"05-07 Hoàng Diệu, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/66/7d/3a/bebe-hoang-dieu-street.jpg?w=800&h=500&s=1,"Mọi thứ quá tuyệt vời.
Phục vụ khách hừng khá chuyên nghiệp
Giá hơi cao so với người Việt Nam 🇻🇳
Nhueng chấp nhận được vì dịch vụ và chất lượng khá tốt
High recommendation",Số 84 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d2429676-Reviews-Bebe_Tailor-Hoi_An_Quang_Nam_Province.html,,,
Bac Ha Market,-1,4.5,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/48/14/6d/bac-ha-market.jpg?w=800&h=500&s=1,"Chợ họp vào cuối tuần, khá là đông vui. Đối với người nước ngoài, chợ Bắc Hà sẽ mang bản sắc của người dân tộc thiểu số và sẽ rất thú vị. Nhưng đối với mình, chợ gần giống như chợ quê ở vùng nông thôn, chỉ khác mỗi cái là sẽ nghe tiếng dân tộc thay vì tiếng Kinh và thấy nhiều người dân tộc.
Nói thế không phải là không có cái hay. Lên đây mới thấy được Chợ Chó, Chợ Trâu. Trong chợ cũng có nhiều quầy hàng bán đồ thổ cẩm, quần áo và các thứ linh tinh khác. Và đặc biệt là thắng cố!!! Rất nhiều quán ăn sáng bán thắng cố. Tuy nhiên, ngoài những thứ đó ra, mình cảm nhận nó cũng gần giống chợ quê.",Số 1 trong 9 hoạt động giải trí tại Bắc Hà,https://www.tripadvisor.com.vn/Attraction_Review-g2415097-d1977169-Reviews-Bac_Ha_Market-Bac_Ha_Lao_Cai_Province.html,,,
Central Market,-1,4.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e7/db/e9/farska-gronsaker-baljvaxter.jpg?w=800&h=500&s=1,Là nơi thích hợp trải nghiệm ẩm thực địa phương với những món ăn mới lạ. Ngoài ra có nhiều loại hoa quả tươi ngon.,Số 14 trong 134 hoạt động giải trí tại Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d451144-Reviews-Central_Market-Hoi_An_Quang_Nam_Province.html,,,
Hiệu Vải Bảo Diệp,-1,5.0,"28 Trần Hưng Đạo 71 Phan Chau Trinh, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/1f/13/c0/photo-by-owner.jpg?w=800&h=500&s=1,"Ly is the go-to tailor if you want an awesome suit. Seriously, they work magic with fabric. The suits are comfortable, stylish, and just make you feel great. Highly recommended!",Số 14 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d6163911-Reviews-Bao_Diep_Tailor-Hoi_An_Quang_Nam_Province.html,,,
The Tailory,-1,5.0,"85 Trần Hưng Đạo Phường Minh An, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/f9/5c/eb/20191109-140045-0-largejpg.jpg?w=800&h=500&s=1,Tôi thật hạnh phúc và hai lòng với tat ca nhưng gì tôi đã dat may .nhân viên rất tốt bụng và nhiệt tình thân thiện giống như lần trước toi da ghé thăm .họ thật chuyện nghiệp đã hoàn thành những gì tôi mong muốn biến ước mơ tôi thành sự thật . tôi sẽ giới thiệu tất cả bạn bè và người thân cua tôi đến shop này .Chắc chăn bạn dụng đi đâu nữa hết .đây la diem dung chân tuyệt vời và cuối cùng nếu bạn muốn mua sắm áo quần o hội an,Số 10 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d13384652-Reviews-The_Tailory-Hoi_An_Quang_Nam_Province.html,,,
Vincom Center,-1,3.5,"72 Lê Thánh Tôn Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/89/f2/b6/outside-of-building-food.jpg?w=800&h=500&s=1,"okay nha bà con, trong đây hàng quán nhiều vô đối, có nhiều quán ngon, bánh thì mình thấy breadtalk okay hơn, ngoài ra thì ko có hoạt động",Số 40 trong 296 hoạt động giải trí tại Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d1830324-Reviews-Vincom_Center-Ho_Chi_Minh_City.html,,,
Dalat Market,-1,4.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/86/98/b6/da-lat-night-market-view.jpg?w=800&h=500&s=1,"Bán lầu 2 chợ đà lạt, 20k một ly , chất lượng lắm, kem rất ngon ko nhiều đá, rất nhiều bơ, kem còn cho nước cốt dừa. Không chỉ kem, những món khác như trái cây cũng tươi ngon. Cô chủ dễ thg, qán sạch sẽ",Số 8 trong 59 hoạt động giải trí tại Đà Lạt,https://www.tripadvisor.com.vn/Attraction_Review-g293922-d451009-Reviews-Dalat_Market-Da_Lat_Lam_Dong_Province.html,,,
Phu Quoc Centre,-1,5.0,"1 Trần Hưng Đạo, Dương Đông, Đảo Phú Quốc 92500 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/34/fc/19/gorgeous-entrance-arch.jpg?w=800&h=500&s=1,"Nhiều hàng quán, rất tiện lợi. Nhiều nhà hàng với nhiều lựa chọn khách nhau, có cả quán bia, spa,....
Khá sạch sẽ so với các trung tâm khác.",Số 1 trong 17 hoạt động giải trí tại Dương Đông,https://www.tripadvisor.com.vn/Attraction_Review-g1184679-d25226998-Reviews-Phu_Quoc_Centre-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html,,,
Saigon Centre,-1,4.0,"65 Lê Lợi, Bến Nghé, Quận 1 Ben Nghe Ward, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/43/b5/fb/photo1jpg.jpg?w=800&h=500&s=1,"Tôi thuê KS trên phố đi bộ Nguyễn Huệ trải nghiệm countdown cùng gia đình và gửi xe tại Saigon Center từ gần 18g đến 7g sáng hôm sau. Bảng giá ghi qua đêm 200k nhưng bảo vệ thu 410k và giải thích 200k chỉ là phụ phí ???, khách vẫn phải trả thêm phí theo giờ. SG Center cần có bảng giá giữ xe rõ ràng để khách không cảm thấy bị lừa",Số 24 trong 296 hoạt động giải trí tại Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d4552853-Reviews-Saigon_Centre-Ho_Chi_Minh_City.html,,,
54 Traditions Gallery,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/e1/be/12/vintage-laquer-buddhist.jpg?w=800&h=500&s=1,"This was one of my favorite things we did in Hanoi. The gallery owner is passionate, knowledgeable, and friendly - she gave us a free tour with lots of great info and answered all our follow up questions, but we didn’t feel pressured at all to buy something. Worth a stop if you’re in Hanoi!",Số 7 trong 306 hoạt động giải trí tại Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d6941945-Reviews-54_Traditions_Gallery-Hanoi.html,,,
Yaly Couture,-1,4.5,"358 Nguyễn Duy Hiệu, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/5e/7d/fa/yaly-couture-flagship.jpg?w=800&h=500&s=1,"Top notch material and reasonable price. Suit, dress and shoe. Amazing service as well ! Will visit again definitely.",Số 90 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d555725-Reviews-Yaly_Couture-Hoi_An_Quang_Nam_Province.html,,,
Thanh Design,-1,5.0,"75 Trần Hưng Đạo Minh An, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/30/93/51/photo0jpg.jpg?w=800&h=500&s=1,"The service is amazing, they are very helpful and the clothes turned out great. Would definitely recommend.",Số 3 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d15776299-Reviews-Thanh_Design-Hoi_An_Quang_Nam_Province.html,,,
Hiệu vải Rubin,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/cb/95/59/rubin-cloth-shop.jpg?w=800&h=500&s=1,"Dịch vụ tốt, sản phẩm chất lượng, người bán vui vẻ, nói chung là trải nghiệp thấy ok, đường vào rộng rãi, nhân viên tư vấn nhiệt tình.",Số 16 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d6699596-Reviews-Rubin_Cloth_Shop-Hoi_An_Quang_Nam_Province.html,,,
Chợ Hội An,-1,4.5,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/c0/6c/ae/img-20180918-172558-largejpg.jpg?w=800&h=500&s=1,"Khu phố chợ tấp nập người đến mua sắm ăn uống nằm ngay trung tâm phố cổ Hội an.
Nhiều sản phẩm mới lạ nằm ngay trên đường Trần Quí Cáp. Vào ban đêm những xe hàng lưu niệm bày bán nhiều thứ. Ấn tượng nhất với chúng tôi là gỗ Lũa ở của hàng anh Hưng từ làng mộc Kim Bồng. Rất đẹp mắt giá tốt chừng 500 ngàn cho 1 sản phẩm và đượng tặng kèm phiểu đồng, 3 nụ trầm và 1 tượng phật ngồi thiền.
Trải nghiệm đáng nhớ!",Số 12 trong 134 hoạt động giải trí tại Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d8587256-Reviews-Hoi_An_Market-Hoi_An_Quang_Nam_Province.html,,,
Two Ladies Tailor,-1,5.0,"77 Trần Hưng Đạo, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/63/90/e5/two-ladies-tailor.jpg?w=800&h=500&s=1,"I cannot speak highly enough of Lu, Sam, Mimi and Hannah. They made 7 suits for 5 people in 2 days. They were highly professional, extremely talented and totally knew their work. Definitely recommend their work.",Số 4 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d6845023-Reviews-Two_Ladies_Tailor-Hoi_An_Quang_Nam_Province.html,,,
Bình Tây Market,-1,3.5,"57 Tháp Mười, 2, Quận 6, Thành phố Hồ Chí Minh 700000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/ee/d6/09/caption.jpg?w=800&h=500&s=1,"Chợ đầu mối lớn ở Sài Gòn, bán sỉ tất cả các sản phẩm. Khu chợ rất nhộn nhịp với nhiều mặt hàng đa dạng mẫu mã. Chợ rất lớn, đi lại dễ dàng thuận tiện",Số 52 trong 296 hoạt động giải trí tại Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d635380-Reviews-Binh_Tay_Market-Ho_Chi_Minh_City.html,,,
Metiseko,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/f6/4f/81/front-entrance.jpg?w=800&h=500&s=1,"Cửa hàng trang trí đẹp, đồ đẹp và mình được nhân viên Hồng ở Hội An tư vấn rất chu đáo và nhiệt tình.",Số 7 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d2202046-Reviews-Metiseko-Hoi_An_Quang_Nam_Province.html,,,
Rehahn's Gallery,-1,5.0,"10 Đường Số 54 Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 711000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/2a/ce/05/inside.jpg?w=800&h=500&s=1,"A beautiful gallery. Welcoming and friendly staff, especially Thuy. I will definitely return and purchase some artwork in the future",Số 18 trong 295 hoạt động giải trí tại Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25169046-Reviews-Rehahn_s_Gallery-Ho_Chi_Minh_City.html,,,
Da Bao Real Leather,-1,5.0,"78 Bạch Đằng, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/20/98/37/leather-travel-bag-or.jpg?w=800&h=500&s=1,"Mình vừa đi Hội An, có ghé shop mua 1 cái túi, nhân viên và chị chủ cực kì thân thiện, nên đến để trải nghiệm🥰🥰",Số 12 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d15097391-Reviews-Da_Bao_Real_Leather-Hoi_An_Quang_Nam_Province.html,,,
Mr Xe Tailor,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/e7/e4/61/mr-xe.jpg?w=800&h=500&s=1,This isn’t my first review! Went there 3 times and the last time was for my wedding dress and it’s just so beautiful! Took them 3 days to made it in total and I’m abosuletly happy with the result.,Số 49 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d2275868-Reviews-Mr_Xe_Tailor-Hoi_An_Quang_Nam_Province.html,,,
Phòng tranh Green Palm,-1,4.5,"39 Hàng Gai, Hà Nội 10000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/50/02/6b/photo2jpg.jpg?w=800&h=500&s=1,"Đây là phòng tranh vô cùng tuyệt vời với tôi. Ở đây có nhiều tác phẩm nghệ thuật rất giá trị!
Tôi sẽ giới thiệu cho bạn bè tôi!",Số 38 trong 306 hoạt động giải trí tại Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d10035816-Reviews-Green_Palm_Gallery-Hanoi.html,,,
Takashimaya Ho Chi Minh City,-1,4.0,"93 92, Nam Ky Khoi Nghia street District 1, Saigon Centre, Thành phố Hồ Chí Minh 700000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/e4/ae/a7/caption.jpg?w=800&h=500&s=1,"Tòa nhà thực sự đem lại một thiết kế riêng, không giống như các trung tâm khác, buổi đêm tòa nhà thực sự nổi bật. Đã mua sắm và ăn trong ni. Tất nhiên, đồ trong đó cũng ... đắt :P",Số 29 trong 296 hoạt động giải trí tại Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d11622038-Reviews-Takashimaya_Ho_Chi_Minh_City-Ho_Chi_Minh_City.html,,,
Shine Tailor,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/bc/93/88/shine-tailor-hoi-an.jpg?w=900&h=600&s=1,"Chất lượng sản phẩm trên cả mong đợi .
Nhân viên ,chủ quán rất nhiệt tình và thân thiện.
Tư vấn kĩ lưỡng , sẽ ủng hộ Shop nhiều nhiều 🤗🥰",Số 9 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d12945791-Reviews-Shine_Tailor-Hoi_An_Quang_Nam_Province.html,,,
Chợ Cồn,-1,3.5,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/21/a0/c7/caption.jpg?w=800&h=500&s=1,Hôm nay lần đầu tiên đến đa nẵng tuyệt vời. Đồ ăn ngon giá rẻ tuyệt vời. Chắc ngày nào cũng phải đến đây 🥰🥰 Mọi người thân thiện và còn chỉ tôi những nơi nên đến khi đến đà Nẵng,Số 19 trong 106 hoạt động giải trí tại Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d7396121-Reviews-Con_Market-Da_Nang.html,,,
Aeon Mall Tan Phu Celadon Shopping Center,-1,4.0,"30 Bo Bao Tan Thang, Son Ky Ward, Tan Phu District, Thành phố Hồ Chí Minh 70000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/ee/cd/7f/shops.jpg?w=800&h=500&s=1,"Không gian rộng rãi, thoải mái. Có nhiều dịch vụ ăn uống, vui chơi, giải trí phù hợp cho mọi thành viên gia đình.",Số 41 trong 296 hoạt động giải trí tại Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d6403614-Reviews-Aeon_Mall_Tan_Phu_Celadon_Shopping_Center-Ho_Chi_Minh_City.html,,,
Chợ Dương Đông,-1,3.5,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/ef/31/bf/il-mercato-locale.jpg?w=800&h=500&s=1,"Chợ bán hàng cho dân địa phương và các mặt hàng Hải sản tươi sống đóng thùng cho du khách. Người dân thân thiện, tuy nhiên nên lưu ý một chút về mặt giá cả",Số 4 trong 17 hoạt động giải trí tại Dương Đông,https://www.tripadvisor.com.vn/Attraction_Review-g1184679-d8180427-Reviews-Duong_Dong_Market-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html,,,
Cửa hàng thợ may Ken,-1,5.0,"601 Đ. Hai Bà Trưng 57 Phan Boi Chau, Hội An 550000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/f5/53/f0/ken-tailor-shop.jpg?w=800&h=500&s=1,"Me and my boyfriend walking on the street to check the Precise Heritage Art Gallery Museum then found this tailor shop on the same road .we made a shirt for my dad and a winter coat for my boyfriend,both them loves their gift,can’t believe that only made it for one day,and the owner was nice to share his beers to us lol .我跟男友在去一個當地文化畫展路上發現這家店，訂製一件上衣跟冬大衣，一天就完成訂製款，老闆最後還送了男友一堆啤酒，是一次不錯的消費經驗",Số 17 trong 134 hoạt động giải trí tại Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d6366459-Reviews-Ken_Tailor_Shop-Hoi_An_Quang_Nam_Province.html,,,
