Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_OutDoor
Halong Bay Cruise Hunters,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/75/80/4f/halongbaycruisehunterscom.jpg?w=1200&h=900&s=1,-1,Số 106 trên 556 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12583669-Reviews-Halong_Bay_Cruise_Hunters-Hanoi.html
Heaven and Earth Bicycle Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/a2/2c/ef/great-half-day-tour-with.jpg?w=1200&h=-1&s=1,Nhiều tour mình có thể lựa chọn. Đặc biệt có tour xe đạp và cooking class. Nếu đã đến Hội An hãy trải nghiệm và thử đi. Bạn sẽ không hối hận.,Số 11 trên 314 Hoạt động ngoài trời ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d1674143-Reviews-Heaven_and_Earth_Bicycle_Tours-Hoi_An_Quang_Nam_Province.html
Bay Mau Eco Cooking Tour,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d0/47/80/getlstd-property-photo.jpg?w=1200&h=900&s=1,"Một ngày chủ nhật đẹp
Một trải nghiệm tour cooking class tại rừng dừa bảy màu thật ấn tượng
Tôi là một đầu bếp tại khách sạn và tôi đã có 10 năm kinh nghiệm trong ngành ẩm thực và đây cũng là lần đầu tiên tôi được học một lớp nấu ăn tại Bảy mẫu eco cooking tour
Tôi nghĩ bạn cùng quan điểm như tôi
Chúc bạn thành công",Số 1 trên 167 Lớp học & hội thảo ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d7906280-Reviews-Bay_Mau_Eco_Cooking_Tour-Hoi_An_Quang_Nam_Province.html
Halong Hideaway Tour,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/a5/05/98/the-hideaway-cruise-and.jpg?w=600&h=500&s=1,"The tour has been amazing. Good vibes, plenty of drinks, the scenery is breathtaking definitely worth going to ha long bay and if you had to choose one tour company this is it.

The team at Hideaway tour are a good bunch and especially Jerry what a legend. Wouldn't have been a good tour without him. Thanks for the experience guys",Số 50 trên 556 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d10620620-Reviews-Halong_Hideaway_Tour-Hanoi.html
Vietnam Backstreet Tours,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/09/a0/9b/ea.jpg,Esta es la mejor experiencia de viaje en Hanoi que he tenido. Thanh fue mi guía turístico y tenía mucho conocimiento y sentido del humor. La comida y la bebida son muy sabrosas e higiénicas.,Số 1 trên 1.653 Chuyến tham quan & hoạt động ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d19354579-Reviews-Vietnam_Backstreet_Tours-Hanoi.html
Viet Challenge Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/24/6e/3f/canyoning-dalat.jpg?w=1200&h=900&s=1,Thật tuyệt vời khi được trải nghiệm lần đầu! Khung cảnh thật đẹp! Hướng dẫn viên của tụi mình là bạn Bình đã hỗ trợ teem mình cảm ơn Bình và Thông đã hỗ trợ tụi mình! Nếu có dịp sẽ quay trở lại thank you,Số 2 trên 132 Chuyến tham quan & hoạt động ở Đà Lạt,https://www.tripadvisor.com.vn/Attraction_Review-g293922-d4961014-Reviews-Viet_Challenge_Tours-Da_Lat_Lam_Dong_Province.html
Sunlight Cruise,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/85/46/d0/lunch.jpg?w=1200&h=900&s=1,"chuyến đi vui vẻ , nhân viên nhà tau thân thiện, rất hài lòng. nếu có dịp sẽ quay lại và giới thiệu cho bạn bè",Số 111 trên 556 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d15232743-Reviews-Sunlight_Cruise-Hanoi.html
Stevie's Garage,-1,5.0,"269 Nguyễn Thái Sơn Phường 7, Gò Vấp, Thành phố Hồ Chí Minh 70000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/88/e9/6f/hundreds-of-bikes-in.jpg?w=800&h=500&s=1,"Stevie’s professional and prepared.
Fully supportive and loves his job.
He helps with the documents that he prepares in advance for You. High quality and excellent service highly recommended!!!!!!",Số 19 trên 425 Hoạt động ngoài trời ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d10926187-Reviews-Stevie_s_Garage-Ho_Chi_Minh_City.html
Deluxe Group Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ae/81/c7/saigon-deluxe-group-tour.jpg?w=1200&h=-1&s=1,"Cảm ơn vì một chuyến đi thật vui, thật bổ ích,
chắc chắn sẽ quay trở lại.Cám ơn tour guy! You are very friendly.",Số 2 trên 155 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d8263413-Reviews-Deluxe_Group_Tours-Ho_Chi_Minh_City.html
Les Rives Authentic River Experience,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/9b/53/63/saigon-river-express.jpg?w=1200&h=900&s=1,"Phục vụ ân cần chu đáo, rất chuyên nghiệp. Hướng dẫn viên nói Tiếng Anh rất tốt và khả năng chuyên môn cao, tuân theo quy định về sự an toàn khi đi tàu. Giá cả hợp lí. Gia đình chúng tôi hài lòng về chuyến đi, cảm ơn vì sự chuyên nghiệp từ công ty du lịch.",Số 10 trên 155 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d1746272-Reviews-Les_Rives_Authentic_River_Experience-Ho_Chi_Minh_City.html
Hoi An Eco Tours Discovery,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/2a/cd/94/hoi-an-eco-tours-discovery.jpg?w=600&h=-1&s=1,This was an amazing afternoon! Started with a tour in the market to buy all the fresh food. Then spent the afternoon cooking so much food! Everything was delicious! After dinner we got to ride in the basket boats and go crab fishing at sunset. Would recommend 1000%.,Số 12 trên 314 Hoạt động ngoài trời ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d4470450-Reviews-Hoi_An_Eco_Tours_Discovery-Hoi_An_Quang_Nam_Province.html
Highland Sport Travel,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/e0/aa/5d/cheo-sup-h-tuy-n-lam.jpg?w=1200&h=-1&s=1,"Tụi mình đăng kí tour chèo sup buổi chiều ngắm hoàng hôn. Mọi người rất là nhiệt tình và trải nghiệm rất đáng nhớ luôn.
Cám ơn bạn Huy đã hướng dẫn tụi mình vô cùng tận tình và giúp bọn mình có được trải nghiệm siêu tốt luôn!!",Số 1 trên 132 Chuyến tham quan & hoạt động ở Đà Lạt,https://www.tripadvisor.com.vn/Attraction_Review-g293922-d6674594-Reviews-Highland_Sport_Travel-Da_Lat_Lam_Dong_Province.html
James Hanoi Motorbikes,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/96/93/fd/the-best-motorbikes-in.jpg?w=800&h=500&s=1,"rented a Honda wave from James to drive down to HCM for 3 weeks. Half way through I realised I should’ve gone for a bigger bike. James helped me send the bike back and upgrade to the Honda XR, which was more suited to the long days of driving. Any issues with the bikes James was very helpful. all round good experience renting from him, and for a very reasonable price I thought. definitely recommend",Số 88 trên 960 Hoạt động ngoài trời ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d7975671-Reviews-James_Hanoi_Motorbikes-Hanoi.html
Dacotours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/2c/9f/17/dacotours-is-proud-of.jpg?w=1200&h=-1&s=1,"Hướng dẫn viên Mr.Phong ngon, nhiệt tình, vui vẻ. Lịch trình tour hợp lý, món ăn đa dạng, hợp khẩu vị.",Số 1 trên 398 Chuyến tham quan & hoạt động ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d6974493-Reviews-Dacotours-Da_Nang.html
Jack Tran Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/9c/a4/87/early-sunrise.jpg?w=1200&h=-1&s=1,"Great tour and great day. Thanks to John-Hoang Le and the whole boat crew as well as the great people we met there!

Cảm ơn mọi người, tôi hy vọng sẽ gặp lại bạn trong tương lai",Số 7 trên 127 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d1382689-Reviews-Jack_Tran_Tours-Hoi_An_Quang_Nam_Province.html
Tuan Motorbike Rental,-1,5.0,"04 Lương thế Vinh, Đà Nẵng 55000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/eb/01/2e/welcome-to-tuan-motorbikes.jpg?w=800&h=500&s=1,"Dịch vụ khá tốt, nhân viên tư vấn nhiệt tình, mức giá cho thuê xe khá ổn định. Nên lựa chọn thuê xe ở Tuan Motorbike Rental bạn nhé",Số 11 trên 248 Hoạt động ngoài trời ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d16706374-Reviews-Tuan_Motorbike_Rental-Da_Nang.html
Aloha Vietnam Travel & Guide,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/ad/c5/01.jpg,"Lần đầu đi tour Ninh Bình rất nhiều hoạt động, phong cảnh đẹp, tổ chức tour chuyên nghiệp, guide nhiệt tình, năng động. 2 bạn Hường và Thảo rất vui vẻ, nhiều năng lượng. Là một nơi nên đến tham quan.",Số 2 trên 556 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d15224304-Reviews-Aloha_Vietnam_Travel_Guide-Hanoi.html
Hoi An Handicraft Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/b1/35/36/lantern-making-class.jpg?w=1200&h=900&s=1,-1,Số 1 trên 496 Chuyến tham quan & hoạt động ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d13076697-Reviews-Hoi_An_Handicraft_Tours-Hoi_An_Quang_Nam_Province.html
Babylon Spa,-1,5.0,"30 Hà Bổng Phước Mỹ, Sơn Trà, Đà Nẵng 550000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/74/4f/a4/discount-30-all-services.jpg?w=800&h=500&s=1,Mình có đi du lịch Đà Nẵng và có ghé vào Babylon để trải nghiệm massage dầu và ngâm bồn xông hơi ở đây. Mọi thứ rất ok từ nhân viên đến không gian. Làm xong còn được các bạn nhân viên mời bánh dừa rất ngon. Recommend cho mọi người chỗ này nhaaaaa !!,Số 9 trên 364 Spa & Sức khỏe ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d15746188-Reviews-Babylon_Spa-Da_Nang.html
Ambassador Cruise - Halong Bay,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/c8/09/2b.jpg,"đồ ăn ngon, phong cảnh đẹp, phục vụ tốt, phòng ngủ thoải mái và sạch sẽ. nhân viên phục vụ là Trang và Thuỷ",Số 1 trên 279 Chuyến tham quan & hoạt động ở Vịnh Hạ Long,https://www.tripadvisor.com.vn/Attraction_Review-g293923-d23300210-Reviews-Ambassador_Cruise_Halong_Bay-Halong_Bay_Quang_Ninh_Province.html
Easytours24h - Hanoi Day Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/b5/d0/10/taichi.jpg?w=1100&h=800&s=1,Nó thật đẹp và chúng tôi đã có một ngày tuyệt vời! Đầy đủ các hoạt động và Sophia rất hiểu biết. Rất khuyến khích!,Số 26 trên 960 Hoạt động ngoài trời ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8444841-Reviews-Easytours24h_Hanoi_Day_Tours-Hanoi.html
Vietnam Travel Top,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/3a/cc/8b.jpg,-1,Số 22 trên 556 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d15318870-Reviews-Vietnam_Travel_Top-Hanoi.html
La Regina Cruises,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/7b/05/e7/getlstd-property-photo.jpg?w=800&h=-1&s=1,"Dịch vụ tốt đồ ăn ngon phong Phú đa dạng, các bạn nhân viên nhiệm tình thân thiện đặc biệt là bạn Alice phục vụ tận tình chu đáo, phòng đẹp sạch sẽ, view đẹp",Số 1 trên 100 Chuyến tham quan & hoạt động ở Thành phố Hải Phòng,https://www.tripadvisor.com.vn/Attraction_Review-g303944-d15089282-Reviews-La_Regina_Cruises-Hai_Phong.html
Lily's Travel Agency,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/3f/ca/9b/lily-s-travel.jpg?w=1200&h=900&s=1,"Tôi va vợ được bạn chỉ cho đến đây đặt tour cát bà 2 ngày.
khách sạn ở cát bà lúc đấy khá đắt, tôi đã tự tìm thử nhưng không hài lòng mà cũng không chi trả được.
Nên tôi quyét định nhờ văn phòng Lily đat trọn gói cả ăn ngủ đi chơi thì thấy rẻ lắm.
Mà nhân viên lịch sự nhiệt tình, chẳng ngại giải thích cho 2 vợ chồng.
Khách sạn sạch sẽ, vịnh đẹp, đồ ăn ngon.
Tôi mà tự ăn chắc đắt lắm.
Cảm ơn cả đội nhiều.
Hè sau vợ chồng tôi lại quay lại nhé.",Số 28 trên 556 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d6894263-Reviews-Lily_s_Travel_Agency-Hanoi.html
Stellar Of The Seas,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/b5/50/71/the-overview.jpg?w=1200&h=-1&s=1,"cảm ơn du thuyền . các anh chị đã cho e và gia đình chuyến du lịch tuyệt vời . đặc biệt a vỹ chị quỳnh chị diệu a quyến , anh chị rất vui vẻ và nhiệt tình . đồ ăn rất ngon . hẹn sẽ quay lại du tjiyeenf vào chuyến du lịch tiếp theo . xin cảm ơn",Số 8 trên 556 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d17115355-Reviews-Stellar_Of_The_Seas-Hanoi.html
